user_id,total_deposit,total_withdrawal,deposit_count,withdrawal_count,total_games,loyalty_points
741,0.00,0.00,0,0,0,0.00
309,0.00,0.00,0,0,23,4.60
987,0.00,4000.00,0,1,36,27.20
337,0.00,0.00,0,0,4,0.80
186,0.00,5000.00,0,1,2,25.40
237,0.00,0.00,0,0,47,9.40
945,0.00,0.00,0,0,9,1.80
303,0.00,0.00,0,0,10,2.00
754,0.00,21297.00,0,1,80,122.49
730,0.00,0.00,0,0,8,1.60
5,1000.00,0.00,2,0,9,11.80
657,0.00,3690.00,0,1,1,18.65
380,0.00,0.00,0,0,8,1.60
973,1500.00,0.00,3,0,16,18.20
777,100.00,0.00,1,0,25,6.00
567,2000.00,6421.00,1,1,2,52.51
168,0.00,0.00,0,0,14,2.80
738,0.00,0.00,0,0,61,12.20
550,0.00,0.00,0,0,3,0.60
487,0.00,0.00,0,0,15,3.00
270,0.00,0.00,0,0,5,1.00
14,0.00,0.00,0,0,0,0.00
57,0.00,0.00,0,0,5,1.00
798,0.00,0.00,0,0,10,2.00
23,0.00,0.00,0,0,3,0.60
258,1000.00,0.00,1,0,11,12.20
447,0.00,0.00,0,0,1,0.20
837,1150.00,0.00,5,0,6,12.71
826,0.00,0.00,0,0,25,5.00
339,0.00,0.00,0,0,2,0.40
620,0.00,0.00,0,0,5,1.00
582,0.00,0.00,0,0,67,13.40
611,0.00,0.00,0,0,16,3.20
636,0.00,0.00,0,0,11,2.20
407,13000.00,10300.00,2,3,47,190.90
794,0.00,0.00,0,0,9,1.80
354,0.00,0.00,0,0,3,0.60
77,0.00,0.00,0,0,11,2.20
916,0.00,0.00,0,0,5,1.00
902,0.00,0.00,0,0,17,3.40
925,0.00,0.00,0,0,0,0.00
659,0.00,0.00,0,0,19,3.80
97,1000.00,0.00,1,0,18,13.60
505,0.00,0.00,0,0,34,6.80
779,0.00,0.00,0,0,17,3.40
205,0.00,0.00,0,0,62,12.40
398,0.00,0.00,0,0,3,0.60
880,0.00,0.00,0,0,2,0.40
383,0.00,0.00,0,0,3,0.60
84,0.00,0.00,0,0,4,0.80
836,0.00,0.00,0,0,41,8.20
544,200.00,0.00,2,0,3,2.60
675,0.00,0.00,0,0,13,2.60
645,0.00,0.00,0,0,5,1.00
27,0.00,0.00,0,0,27,5.40
900,0.00,0.00,0,0,0,0.00
492,0.00,0.00,0,0,9,1.80
547,30000.00,0.00,2,0,13,302.60
10,0.00,0.00,0,0,9,1.80
47,1000.00,542.00,1,1,7,14.11
508,10000.00,0.00,1,0,3,100.60
11,4000.00,0.00,1,0,15,43.00
227,0.00,0.00,0,0,12,2.40
758,0.00,0.00,0,0,5,1.00
300,0.00,0.00,0,0,12,2.40
885,200.00,0.00,1,0,2,2.40
628,0.00,0.00,0,0,10,2.00
982,0.00,0.00,0,0,4,0.80
699,5000.00,0.00,1,0,28,55.60
403,0.00,0.00,0,0,0,0.00
888,400.00,0.00,1,0,8,5.60
421,10000.00,1700.00,1,1,31,114.70
802,0.00,0.00,0,0,24,4.80
157,0.00,2000.00,0,1,2,10.40
154,0.00,0.00,0,0,6,1.20
601,0.00,0.00,0,0,1,0.20
238,15000.00,0.00,1,0,10,152.00
604,5000.00,0.00,3,0,28,55.60
853,5555.00,0.00,1,0,5,56.55
890,0.00,0.00,0,0,0,0.00
509,0.00,13849.00,0,1,1,69.45
240,10000.00,0.00,1,0,28,105.60
150,0.00,0.00,0,0,8,1.60
213,0.00,0.00,0,0,4,0.80
206,0.00,0.00,0,0,19,3.80
555,0.00,0.00,0,0,5,1.00
418,0.00,0.00,0,0,19,3.80
291,0.00,0.00,0,0,0,0.00
519,0.00,0.00,0,0,32,6.40
559,0.00,0.00,0,0,11,2.20
171,0.00,0.00,0,0,2,0.40
285,15001.00,0.00,2,0,0,150.01
865,0.00,0.00,0,0,1,0.20
510,5000.00,0.00,1,0,0,50.00
233,0.00,0.00,0,0,24,4.80
775,0.00,0.00,0,0,4,0.80
426,0.00,0.00,0,0,3,0.60
795,0.00,10922.00,0,2,14,57.41
713,15000.00,0.00,1,0,6,151.20
975,0.00,0.00,0,0,0,0.00
572,0.00,0.00,0,0,0,0.00
348,0.00,0.00,0,0,5,1.00
564,0.00,0.00,0,0,9,1.80
866,0.00,0.00,0,0,22,4.40
448,7000.00,0.00,2,0,20,74.00
93,0.00,0.00,0,0,7,1.40
783,0.00,0.00,0,0,14,2.80
361,7000.00,0.00,1,0,0,70.00
612,0.00,0.00,0,0,38,7.60
649,0.00,0.00,0,0,6,1.20
140,5000.00,0.00,1,0,5,51.00
450,0.00,0.00,0,0,2,0.40
927,0.00,0.00,0,0,14,2.80
204,0.00,7189.00,0,1,13,38.55
671,0.00,0.00,0,0,9,1.80
624,0.00,0.00,0,0,2,0.40
399,0.00,0.00,0,0,10,2.00
411,0.00,0.00,0,0,4,0.80
877,0.00,0.00,0,0,6,1.20
53,0.00,0.00,0,0,9,1.80
313,0.00,0.00,0,0,11,2.20
442,0.00,0.00,0,0,23,4.60
724,300.00,0.00,1,0,0,3.00
465,500.00,0.00,1,0,0,5.00
587,15000.00,0.00,2,0,9,151.80
391,0.00,0.00,0,0,17,3.40
517,0.00,0.00,0,0,13,2.60
196,0.00,45000.00,0,1,5,226.00
717,0.00,0.00,0,0,6,1.20
431,0.00,0.00,0,0,3,0.60
141,0.00,0.00,0,0,19,3.80
446,0.00,0.00,0,0,0,0.00
666,0.00,0.00,0,0,1,0.20
709,0.00,0.00,0,0,4,0.80
861,0.00,40000.00,0,1,19,203.80
687,13552.00,0.00,1,0,31,141.72
315,0.00,0.00,0,0,0,0.00
658,3000.00,0.00,1,0,10,32.00
889,0.00,0.00,0,0,22,4.40
911,0.00,0.00,0,0,8,1.60
497,4150.00,20000.00,3,1,6,142.70
464,0.00,0.00,0,0,7,1.40
966,0.00,0.00,0,0,0,0.00
800,0.00,0.00,0,0,2,0.40
694,2000.00,0.00,1,0,2,20.40
640,0.00,0.00,0,0,3,0.60
763,0.00,0.00,0,0,7,1.40
295,0.00,0.00,0,0,2,0.40
772,0.00,0.00,0,0,2,0.40
482,0.00,0.00,0,0,0,0.00
991,6000.00,0.00,1,0,1,60.20
883,0.00,0.00,0,0,0,0.00
557,5000.00,0.00,1,0,18,53.60
876,2000.00,0.00,1,0,13,22.60
928,0.00,0.00,0,0,2,0.40
585,0.00,0.00,0,0,1,0.20
558,0.00,0.00,0,0,1,0.20
893,0.00,0.00,0,0,0,0.00
605,1000.00,0.00,1,0,2,10.40
979,0.00,0.00,0,0,9,1.80
437,0.00,0.00,0,0,2,0.40
95,0.00,0.00,0,0,1,0.20
324,0.00,0.00,0,0,6,1.20
576,0.00,0.00,0,0,0,0.00
250,0.00,0.00,0,0,4,0.80
627,0.00,0.00,0,0,5,1.00
420,0.00,0.00,0,0,1,0.20
542,0.00,0.00,0,0,8,1.60
374,0.00,0.00,0,0,1,0.20
832,0.00,0.00,0,0,3,0.60
830,0.00,0.00,0,0,2,0.40
886,0.00,0.00,0,0,1,0.20
375,0.00,0.00,0,0,15,3.00
424,2000.00,0.00,1,0,19,23.80
15,0.00,0.00,0,0,0,0.00
996,0.00,0.00,0,0,9,1.80
146,0.00,0.00,0,0,7,1.40
452,0.00,0.00,0,0,13,2.60
963,0.00,0.00,0,0,6,1.20
959,10000.00,0.00,2,0,0,100.00
580,0.00,0.00,0,0,2,0.40
852,0.00,903.00,0,1,5,5.52
485,0.00,0.00,0,0,0,0.00
357,10000.00,0.00,1,0,3,100.60
525,400.00,0.00,1,0,6,5.20
379,0.00,0.00,0,0,3,0.60
695,3000.00,0.00,4,0,2,30.40
304,0.00,0.00,0,0,5,1.00
173,0.00,0.00,0,0,0,0.00
635,1000.00,0.00,1,0,4,10.80
338,2700.00,0.00,1,0,7,28.40
929,0.00,0.00,0,0,3,0.60
468,0.00,7500.00,0,1,0,37.50
392,0.00,0.00,0,0,1,0.20
731,0.00,0.00,0,0,0,0.00
752,0.00,0.00,0,0,1,0.20
42,0.00,0.00,0,0,3,0.60
644,4700.00,0.00,4,0,6,48.20
639,0.00,0.00,0,0,0,0.00
669,0.00,0.00,0,0,2,0.40
451,0.00,0.00,0,0,4,0.80
371,1000.00,0.00,1,0,2,10.40
632,1000.00,0.00,1,0,3,10.60
831,1650.00,0.00,3,0,6,17.70
933,0.00,0.00,0,0,7,1.40
607,0.00,0.00,0,0,9,1.80
549,0.00,0.00,0,0,0,0.00
920,0.00,30750.00,0,1,16,156.95
152,0.00,0.00,0,0,13,2.60
332,0.00,0.00,0,0,1,0.20
767,0.00,0.00,0,0,0,0.00
264,1800.00,0.00,1,0,9,19.80
750,500.00,0.00,1,0,10,7.00
301,0.00,0.00,0,0,0,0.00
108,0.00,0.00,0,0,0,0.00
102,0.00,0.00,0,0,2,0.40
797,0.00,0.00,0,0,5,1.00
811,200.00,0.00,1,0,3,2.60
688,0.00,0.00,0,0,3,0.60
184,0.00,0.00,0,0,4,0.80
400,0.00,0.00,0,0,1,0.20
373,0.00,0.00,0,0,3,0.60
52,1100.00,0.00,1,0,3,11.60
19,0.00,0.00,0,0,1,0.20
674,0.00,0.00,0,0,1,0.20
2,0.00,0.00,0,0,2,0.40
326,5000.00,0.00,1,0,3,50.60
286,0.00,0.00,0,0,2,0.40
884,0.00,33965.00,0,2,4,170.63
352,4000.00,0.00,1,0,6,41.20
305,0.00,0.00,0,0,14,2.80
280,1000.00,0.00,1,0,0,10.00
524,0.00,0.00,0,0,7,1.40
633,0.00,0.00,0,0,6,1.20
598,3000.00,0.00,1,0,3,30.60
961,0.00,0.00,0,0,1,0.20
335,0.00,0.00,0,0,6,1.20
841,0.00,0.00,0,0,1,0.20
768,0.00,0.00,0,0,2,0.40
122,1000.00,0.00,1,0,2,10.40
670,0.00,0.00,0,0,0,0.00
334,2500.00,0.00,1,0,1,25.20
936,2750.00,0.00,1,0,2,27.90
473,0.00,0.00,0,0,7,1.40
166,1000.00,0.00,1,0,1,10.20
336,0.00,0.00,0,0,0,0.00
652,0.00,0.00,0,0,1,0.20
160,0.00,0.00,0,0,3,0.60
577,0.00,0.00,0,0,7,1.40
417,0.00,0.00,0,0,10,2.00
474,4000.00,0.00,1,0,1,40.20
878,20000.00,0.00,2,0,1,200.20
822,0.00,0.00,0,0,1,0.20
586,0.00,0.00,0,0,3,0.60
259,3000.00,0.00,1,0,1,30.20
974,0.00,0.00,0,0,1,0.20
476,0.00,0.00,0,0,1,0.20
329,0.00,0.00,0,0,5,1.00
71,0.00,0.00,0,0,4,0.80
401,25000.00,0.00,1,0,18,253.60
676,0.00,0.00,0,0,4,0.80
913,10000.00,0.00,2,0,0,100.00
995,0.00,0.00,0,0,0,0.00
46,0.00,0.00,0,0,0,0.00
980,270.00,400.00,1,1,3,5.30
499,0.00,0.00,0,0,0,0.00
208,0.00,0.00,0,0,8,1.60
706,0.00,0.00,0,0,1,0.20
330,0.00,0.00,0,0,12,2.40
298,0.00,0.00,0,0,1,0.20
479,0.00,0.00,0,0,3,0.60
574,0.00,0.00,0,0,5,1.00
235,0.00,0.00,0,0,0,0.00
504,0.00,0.00,0,0,1,0.20
83,0.00,0.00,0,0,1,0.20
503,0.00,0.00,0,0,5,1.00
819,0.00,0.00,0,0,6,1.20
190,1000.00,0.00,1,0,6,11.20
325,0.00,0.00,0,0,0,0.00
606,0.00,0.00,0,0,6,1.20
527,0.00,0.00,0,0,0,0.00
566,88000.00,0.00,3,0,1,880.20
55,500.00,0.00,1,0,0,5.00
132,0.00,0.00,0,0,2,0.40
506,0.00,0.00,0,0,2,0.40
971,0.00,0.00,0,0,8,1.60
36,0.00,0.00,0,0,1,0.20
941,0.00,0.00,0,0,9,1.80
609,0.00,0.00,0,0,0,0.00
734,0.00,0.00,0,0,4,0.80
516,0.00,0.00,0,0,0,0.00
12,3200.00,0.00,1,0,3,32.60
957,0.00,0.00,0,0,1,0.20
489,0.00,0.00,0,0,0,0.00
481,0.00,0.00,0,0,5,1.00
608,2000.00,0.00,1,0,2,20.40
429,500.00,0.00,1,0,0,5.00
809,0.00,0.00,0,0,4,0.80
981,0.00,0.00,0,0,0,0.00
986,0.00,0.00,0,0,3,0.60
78,0.00,0.00,0,0,9,1.80
626,0.00,0.00,0,0,1,0.20
727,0.00,0.00,0,0,1,0.20
571,0.00,0.00,0,0,3,0.60
61,0.00,0.00,0,0,0,0.00
45,0.00,0.00,0,0,5,1.00
522,0.00,0.00,0,0,4,0.80
862,0.00,0.00,0,0,1,0.20
948,0.00,0.00,0,0,2,0.40
333,0.00,0.00,0,0,0,0.00
766,0.00,0.00,0,0,0,0.00
201,0.00,12730.00,0,1,0,63.65
341,0.00,0.00,0,0,1,0.20
588,0.00,0.00,0,0,0,0.00
74,0.00,0.00,0,0,4,0.80
732,0.00,0.00,0,0,1,0.20
600,500.00,0.00,1,0,0,5.00
390,0.00,0.00,0,0,0,0.00
678,0.00,0.00,0,0,1,0.20
855,0.00,0.00,0,0,3,0.60
402,0.00,0.00,0,0,1,0.20
90,0.00,0.00,0,0,3,0.60
895,2000.00,0.00,1,0,0,20.00
533,0.00,0.00,0,0,1,0.20
972,750.00,1600.00,2,1,0,15.50
151,0.00,0.00,0,0,3,0.60
898,0.00,0.00,0,0,3,0.60
726,0.00,0.00,0,0,0,0.00
814,0.00,0.00,0,0,1,0.20
382,0.00,0.00,0,0,0,0.00
518,0.00,0.00,0,0,2,0.40
188,0.00,0.00,0,0,1,0.20
1,0.00,0.00,0,0,0,0.00
785,0.00,0.00,0,0,6,1.20
143,0.00,0.00,0,0,3,0.60
796,0.00,0.00,0,0,1,0.20
881,0.00,0.00,0,0,1,0.20
952,0.00,0.00,0,0,4,0.80
17,0.00,0.00,0,0,3,0.60
263,0.00,0.00,0,0,0,0.00
897,0.00,0.00,0,0,3,0.60
210,0.00,0.00,0,0,2,0.40
520,10000.00,0.00,1,0,0,100.00
956,0.00,0.00,0,0,0,0.00
664,0.00,0.00,0,0,2,0.40
282,0.00,0.00,0,0,2,0.40
142,0.00,0.00,0,0,1,0.20
891,0.00,0.00,0,0,1,0.20
847,0.00,0.00,0,0,0,0.00
72,0.00,0.00,0,0,2,0.40
37,0.00,0.00,0,0,0,0.00
562,0.00,0.00,0,0,1,0.20
689,0.00,0.00,0,0,3,0.60
216,0.00,0.00,0,0,0,0.00
344,0.00,0.00,0,0,0,0.00
840,0.00,0.00,0,0,0,0.00
682,0.00,0.00,0,0,0,0.00
630,0.00,0.00,0,0,0,0.00
964,0.00,0.00,0,0,0,0.00
323,0.00,0.00,0,0,0,0.00
415,0.00,0.00,0,0,0,0.00
954,0.00,0.00,0,0,3,0.60
356,800.00,0.00,1,0,1,8.20
130,25000.00,0.00,1,0,0,250.00
24,5100.00,0.00,2,0,3,51.60
248,0.00,0.00,0,0,5,1.00
59,0.00,0.00,0,0,0,0.00
434,0.00,0.00,0,0,1,0.20
389,0.00,0.00,0,0,1,0.20
934,0.00,0.00,0,0,2,0.40
366,5000.00,0.00,1,0,0,50.00
737,0.00,0.00,0,0,0,0.00
662,0.00,0.00,0,0,0,0.00
314,1000.00,0.00,1,0,2,10.40
951,0.00,0.00,0,0,4,0.80
770,0.00,0.00,0,0,0,0.00
419,0.00,0.00,0,0,5,1.00
471,0.00,21774.00,0,1,6,110.07
665,0.00,0.00,0,0,0,0.00
63,0.00,0.00,0,0,4,0.80
523,0.00,0.00,0,0,2,0.40
320,0.00,0.00,0,0,4,0.80
266,0.00,0.00,0,0,3,0.60
231,0.00,0.00,0,0,6,1.20
824,0.00,0.00,0,0,2,0.40
804,0.00,7133.00,0,1,2,36.07
906,0.00,0.00,0,0,3,0.60
69,0.00,0.00,0,0,0,0.00
340,0.00,0.00,0,0,1,0.20
944,500.00,0.00,1,0,0,5.00
554,0.00,0.00,0,0,1,0.20
769,0.00,0.00,0,0,0,0.00
394,500.00,0.00,1,0,1,5.20
792,0.00,0.00,0,0,0,0.00
704,0.00,0.00,0,0,0,0.00
719,0.00,0.00,0,0,2,0.40
919,0.00,0.00,0,0,1,0.20
459,0.00,0.00,0,0,0,0.00
230,0.00,0.00,0,0,0,0.00
953,0.00,0.00,0,0,3,0.60
532,600.00,9999.00,1,1,3,56.60
983,0.00,0.00,0,0,0,0.00
6,0.00,0.00,0,0,1,0.20
521,0.00,0.00,0,0,0,0.00
118,0.00,0.00,0,0,0,0.00
311,0.00,0.00,0,0,0,0.00
223,0.00,0.00,0,0,0,0.00
563,0.00,0.00,0,0,0,0.00
283,1000.00,0.00,1,0,4,10.80
813,0.00,0.00,0,0,5,1.00
256,0.00,0.00,0,0,0,0.00
970,0.00,0.00,0,0,0,0.00
363,0.00,0.00,0,0,0,0.00
999,0.00,0.00,0,0,1,0.20
103,0.00,0.00,0,0,0,0.00
138,0.00,0.00,0,0,1,0.20
997,0.00,0.00,0,0,0,0.00
351,0.00,0.00,0,0,0,0.00
749,0.00,0.00,0,0,1,0.20
136,0.00,0.00,0,0,2,0.40
317,0.00,0.00,0,0,0,0.00
561,0.00,0.00,0,0,0,0.00
410,0.00,0.00,0,0,0,0.00
864,0.00,0.00,0,0,0,0.00
467,0.00,0.00,0,0,1,0.20
965,0.00,0.00,0,0,3,0.60
378,0.00,0.00,0,0,0,0.00
716,0.00,0.00,0,0,1,0.20
908,2000.00,0.00,1,0,0,20.00
762,0.00,9988.00,0,1,0,49.94
701,0.00,0.00,0,0,1,0.20
65,0.00,0.00,0,0,0,0.00
187,2500.00,0.00,1,0,3,25.60
914,0.00,0.00,0,0,0,0.00
747,0.00,0.00,0,0,2,0.40
277,0.00,0.00,0,0,2,0.40
174,0.00,0.00,0,0,0,0.00
603,0.00,0.00,0,0,0,0.00
882,0.00,0.00,0,0,0,0.00
114,5000.00,0.00,1,0,0,50.00
64,0.00,0.00,0,0,1,0.20
28,90000.00,0.00,4,0,0,900.00
875,2000.00,0.00,1,0,0,20.00
514,2200.00,0.00,1,0,3,22.60
784,0.00,0.00,0,0,2,0.40
50,0.00,0.00,0,0,0,0.00
834,0.00,0.00,0,0,0,0.00
584,0.00,0.00,0,0,0,0.00
806,5000.00,0.00,1,0,3,50.60
81,0.00,0.00,0,0,0,0.00
614,2899.00,0.00,3,0,0,28.99
955,0.00,0.00,0,0,1,0.20
526,0.00,0.00,0,0,1,0.20
568,0.00,0.00,0,0,0,0.00
58,0.00,0.00,0,0,0,0.00
751,0.00,0.00,0,0,0,0.00
409,12000.00,0.00,3,0,0,120.00
48,0.00,0.00,0,0,0,0.00
440,0.00,0.00,0,0,0,0.00
454,0.00,0.00,0,0,0,0.00
405,0.00,0.00,0,0,2,0.40
441,0.00,0.00,0,0,1,0.20
686,0.00,0.00,0,0,0,0.00
21,0.00,0.00,0,0,1,0.20
930,0.00,0.00,0,0,2,0.40
364,0.00,0.00,0,0,2,0.40
144,0.00,0.00,0,0,1,0.20
735,0.00,0.00,0,0,2,0.40
18,0.00,0.00,0,0,0,0.00
88,0.00,0.00,0,0,0,0.00
367,500.00,0.00,1,0,0,5.00
860,0.00,0.00,0,0,1,0.20
921,0.00,0.00,0,0,0,0.00
591,0.00,0.00,0,0,1,0.20
322,0.00,0.00,0,0,0,0.00
94,0.00,0.00,0,0,1,0.20
984,0.00,0.00,0,0,0,0.00
49,0.00,0.00,0,0,0,0.00
107,0.00,0.00,0,0,1,0.20
968,0.00,0.00,0,0,5,1.00
764,0.00,0.00,0,0,0,0.00
484,0.00,0.00,0,0,0,0.00
548,1200.00,0.00,3,0,0,12.00
595,0.00,0.00,0,0,0,0.00
349,0.00,0.00,0,0,0,0.00
353,0.00,0.00,0,0,0,0.00
743,0.00,0.00,0,0,1,0.20
937,0.00,0.00,0,0,3,0.60
616,0.00,0.00,0,0,1,0.20
199,0.00,0.00,0,0,1,0.20
816,0.00,0.00,0,0,2,0.40
901,18700.00,0.00,3,0,5,188.00
96,1000.00,0.00,1,0,1,10.20
209,0.00,0.00,0,0,0,0.00
271,10000.00,0.00,1,0,1,100.20
478,0.00,0.00,0,0,0,0.00
124,0.00,0.00,0,0,0,0.00
75,0.00,0.00,0,0,0,0.00
812,0.00,0.00,0,0,1,0.20
278,0.00,0.00,0,0,0,0.00
275,2000.00,0.00,1,0,0,20.00
469,0.00,0.00,0,0,3,0.60
552,0.00,0.00,0,0,0,0.00
234,800.00,0.00,1,0,0,8.00
531,0.00,0.00,0,0,2,0.40
387,0.00,0.00,0,0,0,0.00
698,0.00,0.00,0,0,0,0.00
381,0.00,0.00,0,0,1,0.20
153,0.00,0.00,0,0,1,0.20
279,25000.00,0.00,1,0,0,250.00
825,2000.00,0.00,1,0,0,20.00
255,0.00,0.00,0,0,0,0.00
863,0.00,0.00,0,0,1,0.20
131,0.00,0.00,0,0,2,0.40
70,0.00,0.00,0,0,0,0.00
104,0.00,0.00,0,0,0,0.00
575,0.00,0.00,0,0,1,0.20
163,0.00,0.00,0,0,0,0.00
287,0.00,0.00,0,0,2,0.40
158,1560.00,0.00,2,0,1,15.80
746,0.00,0.00,0,0,3,0.60
7,0.00,0.00,0,0,0,0.00
692,0.00,0.00,0,0,0,0.00
169,0.00,0.00,0,0,1,0.20
261,0.00,0.00,0,0,1,0.20
872,0.00,0.00,0,0,0,0.00
807,0.00,0.00,0,0,1,0.20
29,0.00,0.00,0,0,0,0.00
939,0.00,0.00,0,0,0,0.00
788,0.00,0.00,0,0,0,0.00
445,0.00,0.00,0,0,1,0.20
425,0.00,0.00,0,0,1,0.20
610,0.00,0.00,0,0,0,0.00
226,0.00,0.00,0,0,0,0.00
276,0.00,0.00,0,0,0,0.00
370,0.00,0.00,0,0,2,0.40
147,0.00,0.00,0,0,2,0.40
739,0.00,0.00,0,0,0,0.00
733,1100.00,0.00,1,0,1,11.20
120,0.00,0.00,0,0,1,0.20
38,0.00,0.00,0,0,0,0.00
396,0.00,0.00,0,0,0,0.00
117,0.00,0.00,0,0,3,0.60
622,500.00,0.00,1,0,1,5.20
793,0.00,0.00,0,0,0,0.00
385,0.00,0.00,0,0,1,0.20
116,0.00,0.00,0,0,1,0.20
691,90.00,0.00,1,0,1,1.10
327,0.00,0.00,0,0,0,0.00
705,0.00,0.00,0,0,0,0.00
307,5000.00,0.00,1,0,4,50.80
331,0.00,0.00,0,0,0,0.00
359,0.00,0.00,0,0,0,0.00
397,0.00,0.00,0,0,0,0.00
821,0.00,0.00,0,0,0,0.00
771,0.00,0.00,0,0,0,0.00
903,0.00,0.00,0,0,0,0.00
219,0.00,0.00,0,0,0,0.00
30,20000.00,0.00,1,0,0,200.00
573,0.00,0.00,0,0,0,0.00
656,0.00,0.00,0,0,1,0.20
528,0.00,0.00,0,0,0,0.00
501,0.00,0.00,0,0,0,0.00
346,0.00,0.00,0,0,0,0.00
782,0.00,0.00,0,0,0,0.00
290,0.00,0.00,0,0,0,0.00
938,0.00,0.00,0,0,1,0.20
462,0.00,0.00,0,0,1,0.20
615,0.00,0.00,0,0,0,0.00
224,0.00,0.00,0,0,1,0.20
907,300.00,0.00,3,0,1,3.20
917,0.00,0.00,0,0,0,0.00
621,0.00,0.00,0,0,0,0.00
180,0.00,0.00,0,0,0,0.00
249,0.00,0.00,0,0,0,0.00
537,0.00,0.00,0,0,0,0.00
579,0.00,0.00,0,0,0,0.00
943,0.00,0.00,0,0,1,0.20
175,0.00,80000.00,0,1,0,400.00
829,2000.00,0.00,1,0,1,20.20
195,0.00,0.00,0,0,0,0.00
217,0.00,0.00,0,0,0,0.00
512,0.00,0.00,0,0,1,0.20
551,0.00,0.00,0,0,0,0.00
